DuFortFrankel;8529600.000000
Richardson;15791300.000000
Laasonen0.010000;1885300.000000
Laasonen0.025000;893800.000000
Laasonen0.050000;531700.000000
Laasonen0.100000;339700.000000
CrankNicolson;2312000.000000
