0;300
0.05;275.224
0.1;251.151
0.15;228.447
0.2;207.708
0.25;189.436
0.3;174.033
0.35;161.794
0.4;152.926
0.45;147.559
0.5;145.762
0.55;147.559
0.6;152.926
0.65;161.794
0.7;174.033
0.75;189.436
0.8;207.708
0.85;228.447
0.9;251.151
0.95;275.224
1;300
