DuFortFrankel;5096800.000000
Richardson;6069200.000000
Laasonen0.010000;1929100.000000
Laasonen0.025000;705600.000000
Laasonen0.050000;506400.000000
Laasonen0.100000;341700.000000
CrankNicolson;2130900.000000
