x;0;0.05;0.1;0.15;0.2;0.25;0.3;0.35;0.4;0.45;0.5;0.55;0.6;0.65;0.7;0.75;0.8;0.85;0.9;0.95;1;
0.1;300;244.735;195.9;157.769;131.46;115.42;106.779;102.667;100.94;100.313;100.163;100.313;100.94;102.667;106.779;115.42;131.46;157.769;195.9;244.735;300;
0.2;300;260.518;223.416;190.655;163.475;142.295;126.816;116.254;109.64;106.082;104.968;106.082;109.64;116.254;126.816;142.295;163.475;190.655;223.416;260.518;300;
0.3;300;267.669;236.665;208.162;183.061;161.927;144.988;132.201;123.355;118.187;116.491;118.187;123.355;132.201;144.988;161.927;183.061;208.162;236.665;267.669;300;
0.4;300;272.052;245.007;219.698;196.831;176.952;160.434;147.496;138.239;132.688;130.84;132.688;138.239;147.496;160.434;176.952;196.831;219.698;245.007;272.052;300;
0.5;300;275.226;251.15;228.434;207.671;189.365;173.92;161.639;152.735;147.343;145.538;147.343;152.735;161.639;173.92;189.365;207.671;228.434;251.15;275.226;300;
