0;300
0.05;275.068
0.1;250.862
0.15;228.066
0.2;207.285
0.25;189.021
0.3;173.664
0.35;161.493
0.4;152.694
0.45;147.377
0.5;145.599
0.55;147.377
0.6;152.694
0.65;161.493
0.7;173.664
0.75;189.021
0.8;207.285
0.85;228.066
0.9;250.862
0.95;275.068
1;300
